day,store,sales,date,week_id,price,weekday,wday,month,year,snap_CA,snap_TX,snap_WI
d_885,TX1,62,885,11323,1.58,Monday,3,7,2013,1,1,0
d_886,TX1,47,886,11323,1.58,Tuesday,4,7,2013,1,0,1
d_887,TX1,33,887,11323,1.58,Wednesday,5,7,2013,1,1,1
d_888,TX1,60,888,11323,1.58,Thursday,6,7,2013,1,0,0
d_889,TX1,65,889,11323,1.58,Friday,7,7,2013,1,1,1
d_890,TX1,83,890,11324,1.58,Saturday,1,7,2013,1,1,1
d_891,TX1,62,891,11324,1.58,Sunday,2,7,2013,1,1,0
d_892,TX1,32,892,11324,1.58,Monday,3,7,2013,1,0,1
d_893,TX1,53,893,11324,1.58,Tuesday,4,7,2013,1,1,1
d_894,TX1,40,894,11324,1.58,Wednesday,5,7,2013,1,0,0
d_895,TX1,54,895,11324,1.58,Thursday,6,7,2013,0,1,1
d_896,TX1,77,896,11324,1.58,Friday,7,7,2013,0,1,1
d_897,TX1,66,897,11325,1.58,Saturday,1,7,2013,0,1,0
d_898,TX1,64,898,11325,1.58,Sunday,2,7,2013,0,0,1
d_899,TX1,48,899,11325,1.58,Monday,3,7,2013,0,1,1
d_900,TX1,45,900,11325,1.58,Tuesday,4,7,2013,0,0,0
d_901,TX1,47,901,11325,1.58,Wednesday,5,7,2013,0,0,0
d_902,TX1,45,902,11325,1.58,Thursday,6,7,2013,0,0,0
d_903,TX1,31,903,11325,1.58,Friday,7,7,2013,0,0,0
d_904,TX1,61,904,11326,1.58,Saturday,1,7,2013,0,0,0
d_905,TX1,49,905,11326,1.58,Sunday,2,7,2013,0,0,0
d_906,TX1,50,906,11326,1.58,Monday,3,7,2013,0,0,0
d_907,TX1,37,907,11326,1.58,Tuesday,4,7,2013,0,0,0
d_908,TX1,36,908,11326,1.58,Wednesday,5,7,2013,0,0,0
d_909,TX1,42,909,11326,1.58,Thursday,6,7,2013,0,0,0
d_910,TX1,46,910,11326,1.58,Friday,7,7,2013,0,0,0
d_911,TX1,68,911,11327,1.58,Saturday,1,7,2013,0,0,0
d_912,TX1,81,912,11327,1.58,Sunday,2,7,2013,0,0,0
d_913,TX1,68,913,11327,1.58,Monday,3,7,2013,0,0,0
d_914,TX1,52,914,11327,1.58,Tuesday,4,7,2013,0,0,0
d_915,TX1,49,915,11327,1.58,Wednesday,5,7,2013,0,0,0
d_916,TX1,51,916,11327,1.58,Thursday,6,8,2013,1,1,0
d_917,TX1,60,917,11327,1.58,Friday,7,8,2013,1,0,1
d_918,TX1,81,918,11328,1.58,Saturday,1,8,2013,1,1,1
d_919,TX1,103,919,11328,1.58,Sunday,2,8,2013,1,0,0
d_920,TX1,60,920,11328,1.58,Monday,3,8,2013,1,1,1
d_921,TX1,62,921,11328,1.58,Tuesday,4,8,2013,1,1,1
d_922,TX1,52,922,11328,1.58,Wednesday,5,8,2013,1,1,0
d_923,TX1,57,923,11328,1.58,Thursday,6,8,2013,1,0,1
d_924,TX1,70,924,11328,1.58,Friday,7,8,2013,1,1,1
d_925,TX1,72,925,11329,1.58,Saturday,1,8,2013,1,0,0
d_926,TX1,73,926,11329,1.58,Sunday,2,8,2013,0,1,1
d_927,TX1,37,927,11329,1.58,Monday,3,8,2013,0,1,1
d_928,TX1,64,928,11329,1.58,Tuesday,4,8,2013,0,1,0
d_929,TX1,60,929,11329,1.58,Wednesday,5,8,2013,0,0,1
d_930,TX1,73,930,11329,1.58,Thursday,6,8,2013,0,1,1
d_931,TX1,36,931,11329,1.58,Friday,7,8,2013,0,0,0
d_932,TX1,82,932,11330,1.58,Saturday,1,8,2013,0,0,0
d_933,TX1,73,933,11330,1.58,Sunday,2,8,2013,0,0,0
d_934,TX1,62,934,11330,1.58,Monday,3,8,2013,0,0,0
d_935,TX1,57,935,11330,1.58,Tuesday,4,8,2013,0,0,0
d_936,TX1,60,936,11330,1.58,Wednesday,5,8,2013,0,0,0
d_937,TX1,61,937,11330,1.58,Thursday,6,8,2013,0,0,0
d_938,TX1,47,938,11330,1.58,Friday,7,8,2013,0,0,0
d_939,TX1,112,939,11331,1.58,Saturday,1,8,2013,0,0,0
d_940,TX1,100,940,11331,1.58,Sunday,2,8,2013,0,0,0
d_941,TX1,39,941,11331,1.58,Monday,3,8,2013,0,0,0
d_942,TX1,51,942,11331,1.58,Tuesday,4,8,2013,0,0,0
d_943,TX1,51,943,11331,1.58,Wednesday,5,8,2013,0,0,0
d_944,TX1,44,944,11331,1.58,Thursday,6,8,2013,0,0,0
d_945,TX1,53,945,11331,1.58,Friday,7,8,2013,0,0,0
d_946,TX1,74,946,11332,1.58,Saturday,1,8,2013,0,0,0
d_947,TX1,80,947,11332,1.58,Sunday,2,9,2013,1,1,0
d_948,TX1,72,948,11332,1.58,Monday,3,9,2013,1,0,1
d_949,TX1,33,949,11332,1.58,Tuesday,4,9,2013,1,1,1
d_950,TX1,44,950,11332,1.58,Wednesday,5,9,2013,1,0,0
d_951,TX1,42,951,11332,1.58,Thursday,6,9,2013,1,1,1
d_952,TX1,28,952,11332,1.58,Friday,7,9,2013,1,1,1
d_953,TX1,43,953,11333,1.58,Saturday,1,9,2013,1,1,0
d_954,TX1,54,954,11333,1.58,Sunday,2,9,2013,1,0,1
d_955,TX1,27,955,11333,1.58,Monday,3,9,2013,1,1,1
d_956,TX1,44,956,11333,1.58,Tuesday,4,9,2013,1,0,0
d_957,TX1,55,957,11333,1.58,Wednesday,5,9,2013,0,1,1
d_958,TX1,48,958,11333,1.58,Thursday,6,9,2013,0,1,1
d_959,TX1,62,959,11333,1.58,Friday,7,9,2013,0,1,0
d_960,TX1,88,960,11334,1.58,Saturday,1,9,2013,0,0,1
d_961,TX1,69,961,11334,1.58,Sunday,2,9,2013,0,1,1
d_962,TX1,46,962,11334,1.58,Monday,3,9,2013,0,0,0
d_963,TX1,51,963,11334,1.58,Tuesday,4,9,2013,0,0,0
d_964,TX1,44,964,11334,1.58,Wednesday,5,9,2013,0,0,0
d_965,TX1,28,965,11334,1.58,Thursday,6,9,2013,0,0,0
d_966,TX1,31,966,11334,1.58,Friday,7,9,2013,0,0,0
d_967,TX1,47,967,11335,1.58,Saturday,1,9,2013,0,0,0
d_968,TX1,52,968,11335,1.58,Sunday,2,9,2013,0,0,0
d_969,TX1,40,969,11335,1.58,Monday,3,9,2013,0,0,0
d_970,TX1,41,970,11335,1.58,Tuesday,4,9,2013,0,0,0
d_971,TX1,40,971,11335,1.58,Wednesday,5,9,2013,0,0,0
d_972,TX1,30,972,11335,1.58,Thursday,6,9,2013,0,0,0
d_973,TX1,30,973,11335,1.58,Friday,7,9,2013,0,0,0
d_974,TX1,52,974,11336,1.58,Saturday,1,9,2013,0,0,0
d_975,TX1,44,975,11336,1.58,Sunday,2,9,2013,0,0,0
d_976,TX1,39,976,11336,1.58,Monday,3,9,2013,0,0,0
d_977,TX1,44,977,11336,1.58,Tuesday,4,10,2013,1,1,0
d_978,TX1,32,978,11336,1.58,Wednesday,5,10,2013,1,0,1
d_979,TX1,45,979,11336,1.58,Thursday,6,10,2013,1,1,1
d_980,TX1,38,980,11336,1.58,Friday,7,10,2013,1,0,0
d_981,TX1,60,981,11337,1.58,Saturday,1,10,2013,1,1,1
d_982,TX1,54,982,11337,1.58,Sunday,2,10,2013,1,1,1
d_983,TX1,32,983,11337,1.58,Monday,3,10,2013,1,1,0
d_984,TX1,20,984,11337,1.58,Tuesday,4,10,2013,1,0,1
d_985,TX1,24,985,11337,1.58,Wednesday,5,10,2013,1,1,1
d_986,TX1,34,986,11337,1.58,Thursday,6,10,2013,1,0,0
d_987,TX1,47,987,11337,1.58,Friday,7,10,2013,0,1,1
d_988,TX1,72,988,11338,1.58,Saturday,1,10,2013,0,1,1
d_989,TX1,68,989,11338,1.58,Sunday,2,10,2013,0,1,0
d_990,TX1,61,990,11338,1.58,Monday,3,10,2013,0,0,1
d_991,TX1,48,991,11338,1.58,Tuesday,4,10,2013,0,1,1
d_992,TX1,56,992,11338,1.58,Wednesday,5,10,2013,0,0,0
d_993,TX1,53,993,11338,1.58,Thursday,6,10,2013,0,0,0
d_994,TX1,58,994,11338,1.58,Friday,7,10,2013,0,0,0
d_995,TX1,73,995,11339,1.58,Saturday,1,10,2013,0,0,0
d_996,TX1,68,996,11339,1.58,Sunday,2,10,2013,0,0,0
d_997,TX1,42,997,11339,1.58,Monday,3,10,2013,0,0,0
d_998,TX1,45,998,11339,1.58,Tuesday,4,10,2013,0,0,0
d_999,TX1,51,999,11339,1.58,Wednesday,5,10,2013,0,0,0
d_1000,TX1,50,1000,11339,1.58,Thursday,6,10,2013,0,0,0
d_1001,TX1,58,1001,11339,1.58,Friday,7,10,2013,0,0,0
d_1002,TX1,72,1002,11340,1.58,Saturday,1,10,2013,0,0,0
d_1003,TX1,54,1003,11340,1.58,Sunday,2,10,2013,0,0,0
d_1004,TX1,57,1004,11340,1.58,Monday,3,10,2013,0,0,0
d_1005,TX1,47,1005,11340,1.58,Tuesday,4,10,2013,0,0,0
d_1006,TX1,62,1006,11340,1.58,Wednesday,5,10,2013,0,0,0
d_1007,TX1,38,1007,11340,1.58,Thursday,6,10,2013,0,0,0
d_1008,TX1,61,1008,11340,1.58,Friday,7,11,2013,1,1,0
d_1009,TX1,47,1009,11341,1.58,Saturday,1,11,2013,1,0,1
d_1010,TX1,69,1010,11341,1.58,Sunday,2,11,2013,1,1,1
d_1011,TX1,40,1011,11341,1.58,Monday,3,11,2013,1,0,0
d_1012,TX1,56,1012,11341,1.58,Tuesday,4,11,2013,1,1,1
d_1013,TX1,43,1013,11341,1.58,Wednesday,5,11,2013,1,1,1
d_1014,TX1,43,1014,11341,1.58,Thursday,6,11,2013,1,1,0
d_1015,TX1,34,1015,11341,1.58,Friday,7,11,2013,1,0,1
d_1016,TX1,83,1016,11342,1.58,Saturday,1,11,2013,1,1,1
d_1017,TX1,55,1017,11342,1.58,Sunday,2,11,2013,1,0,0
d_1018,TX1,52,1018,11342,1.58,Monday,3,11,2013,0,1,1
d_1019,TX1,57,1019,11342,1.58,Tuesday,4,11,2013,0,1,1
d_1020,TX1,55,1020,11342,1.58,Wednesday,5,11,2013,0,1,0
d_1021,TX1,35,1021,11342,1.58,Thursday,6,11,2013,0,0,1
d_1022,TX1,43,1022,11342,1.58,Friday,7,11,2013,0,1,1
d_1023,TX1,65,1023,11343,1.58,Saturday,1,11,2013,0,0,0
d_1024,TX1,77,1024,11343,1.58,Sunday,2,11,2013,0,0,0
d_1025,TX1,69,1025,11343,1.58,Monday,3,11,2013,0,0,0
d_1026,TX1,50,1026,11343,1.58,Tuesday,4,11,2013,0,0,0
d_1027,TX1,38,1027,11343,1.58,Wednesday,5,11,2013,0,0,0
d_1028,TX1,38,1028,11343,1.58,Thursday,6,11,2013,0,0,0
d_1029,TX1,28,1029,11343,1.58,Friday,7,11,2013,0,0,0
d_1030,TX1,43,1030,11344,1.58,Saturday,1,11,2013,0,0,0
d_1031,TX1,63,1031,11344,1.58,Sunday,2,11,2013,0,0,0
d_1032,TX1,53,1032,11344,1.58,Monday,3,11,2013,0,0,0
d_1033,TX1,40,1033,11344,1.58,Tuesday,4,11,2013,0,0,0
d_1034,TX1,56,1034,11344,1.58,Wednesday,5,11,2013,0,0,0
d_1035,TX1,98,1035,11344,1.58,Thursday,6,11,2013,0,0,0
d_1036,TX1,84,1036,11344,1.58,Friday,7,11,2013,0,0,0
d_1037,TX1,74,1037,11345,1.58,Saturday,1,11,2013,0,0,0
d_1038,TX1,72,1038,11345,1.58,Sunday,2,12,2013,1,1,0
d_1039,TX1,43,1039,11345,1.58,Monday,3,12,2013,1,0,1
d_1040,TX1,82,1040,11345,1.58,Tuesday,4,12,2013,1,1,1
d_1041,TX1,58,1041,11345,1.58,Wednesday,5,12,2013,1,0,0
d_1042,TX1,44,1042,11345,1.58,Thursday,6,12,2013,1,1,1
d_1043,TX1,47,1043,11345,1.58,Friday,7,12,2013,1,1,1
d_1044,TX1,73,1044,11346,1.58,Saturday,1,12,2013,1,1,0
d_1045,TX1,63,1045,11346,1.58,Sunday,2,12,2013,1,0,1
d_1046,TX1,49,1046,11346,1.58,Monday,3,12,2013,1,1,1
d_1047,TX1,50,1047,11346,1.58,Tuesday,4,12,2013,1,0,0
d_1048,TX1,60,1048,11346,1.58,Wednesday,5,12,2013,0,1,1
d_1049,TX1,46,1049,11346,1.58,Thursday,6,12,2013,0,1,1
d_1050,TX1,41,1050,11346,1.58,Friday,7,12,2013,0,1,0
d_1051,TX1,45,1051,11347,1.58,Saturday,1,12,2013,0,0,1
d_1052,TX1,64,1052,11347,1.58,Sunday,2,12,2013,0,1,1
d_1053,TX1,44,1053,11347,1.58,Monday,3,12,2013,0,0,0
d_1054,TX1,56,1054,11347,1.58,Tuesday,4,12,2013,0,0,0
d_1055,TX1,74,1055,11347,1.58,Wednesday,5,12,2013,0,0,0
d_1056,TX1,79,1056,11347,1.58,Thursday,6,12,2013,0,0,0
d_1057,TX1,54,1057,11347,1.58,Friday,7,12,2013,0,0,0
d_1058,TX1,50,1058,11348,1.58,Saturday,1,12,2013,0,0,0
d_1059,TX1,56,1059,11348,1.58,Sunday,2,12,2013,0,0,0
d_1060,TX1,66,1060,11348,1.58,Monday,3,12,2013,0,0,0
d_1061,TX1,69,1061,11348,1.58,Tuesday,4,12,2013,0,0,0
d_1062,TX1,0,1062,11348,1.58,Wednesday,5,12,2013,0,0,0
d_1063,TX1,50,1063,11348,1.58,Thursday,6,12,2013,0,0,0
d_1064,TX1,42,1064,11348,1.58,Friday,7,12,2013,0,0,0
d_1065,TX1,58,1065,11349,1.58,Saturday,1,12,2013,0,0,0
d_1066,TX1,70,1066,11349,1.58,Sunday,2,12,2013,0,0,0
d_1067,TX1,48,1067,11349,1.58,Monday,3,12,2013,0,0,0
d_1068,TX1,37,1068,11349,1.58,Tuesday,4,12,2013,0,0,0
d_1069,TX1,39,1069,11349,1.58,Wednesday,5,1,2014,1,1,0
d_1070,TX1,36,1070,11349,1.58,Thursday,6,1,2014,1,0,1
d_1071,TX1,45,1071,11349,1.58,Friday,7,1,2014,1,1,1
d_1072,TX1,60,1072,11350,1.58,Saturday,1,1,2014,1,0,0
d_1073,TX1,41,1073,11350,1.58,Sunday,2,1,2014,1,1,1
d_1074,TX1,30,1074,11350,1.58,Monday,3,1,2014,1,1,1
d_1075,TX1,46,1075,11350,1.58,Tuesday,4,1,2014,1,1,0
d_1076,TX1,18,1076,11350,1.58,Wednesday,5,1,2014,1,0,1
d_1077,TX1,37,1077,11350,1.58,Thursday,6,1,2014,1,1,1
d_1078,TX1,40,1078,11350,1.58,Friday,7,1,2014,1,0,0
d_1079,TX1,67,1079,11351,1.58,Saturday,1,1,2014,0,1,1
d_1080,TX1,46,1080,11351,1.58,Sunday,2,1,2014,0,1,1
d_1081,TX1,28,1081,11351,1.58,Monday,3,1,2014,0,1,0
d_1082,TX1,37,1082,11351,1.58,Tuesday,4,1,2014,0,0,1
d_1083,TX1,28,1083,11351,1.58,Wednesday,5,1,2014,0,1,1
d_1084,TX1,47,1084,11351,1.58,Thursday,6,1,2014,0,0,0
d_1085,TX1,45,1085,11351,1.58,Friday,7,1,2014,0,0,0
d_1086,TX1,20,1086,11352,1.58,Saturday,1,1,2014,0,0,0
d_1087,TX1,43,1087,11352,1.58,Sunday,2,1,2014,0,0,0
d_1088,TX1,38,1088,11352,1.58,Monday,3,1,2014,0,0,0
d_1089,TX1,29,1089,11352,1.58,Tuesday,4,1,2014,0,0,0
d_1090,TX1,23,1090,11352,1.58,Wednesday,5,1,2014,0,0,0
d_1091,TX1,33,1091,11352,1.58,Thursday,6,1,2014,0,0,0
d_1092,TX1,21,1092,11352,1.58,Friday,7,1,2014,0,0,0
d_1093,TX1,44,1093,11353,1.58,Saturday,1,1,2014,0,0,0
d_1094,TX1,51,1094,11353,1.58,Sunday,2,1,2014,0,0,0
d_1095,TX1,20,1095,11353,1.58,Monday,3,1,2014,0,0,0
d_1096,TX1,26,1096,11353,1.58,Tuesday,4,1,2014,0,0,0
d_1097,TX1,24,1097,11353,1.58,Wednesday,5,1,2014,0,0,0
d_1098,TX1,30,1098,11353,1.58,Thursday,6,1,2014,0,0,0
d_1099,TX1,42,1099,11353,1.58,Friday,7,1,2014,0,0,0
d_1100,TX1,53,1100,11401,1.58,Saturday,1,2,2014,1,1,0
d_1101,TX1,55,1101,11401,1.58,Sunday,2,2,2014,1,0,1
d_1102,TX1,49,1102,11401,1.58,Monday,3,2,2014,1,1,1
d_1103,TX1,30,1103,11401,1.58,Tuesday,4,2,2014,1,0,0
d_1104,TX1,24,1104,11401,1.58,Wednesday,5,2,2014,1,1,1
d_1105,TX1,28,1105,11401,1.58,Thursday,6,2,2014,1,1,1
d_1106,TX1,39,1106,11401,1.58,Friday,7,2,2014,1,1,0
d_1107,TX1,37,1107,11402,1.58,Saturday,1,2,2014,1,0,1
d_1108,TX1,73,1108,11402,1.58,Sunday,2,2,2014,1,1,1
d_1109,TX1,52,1109,11402,1.58,Monday,3,2,2014,1,0,0
d_1110,TX1,37,1110,11402,1.58,Tuesday,4,2,2014,0,1,1
d_1111,TX1,49,1111,11402,1.58,Wednesday,5,2,2014,0,1,1
d_1112,TX1,65,1112,11402,1.58,Thursday,6,2,2014,0,1,0
d_1113,TX1,68,1113,11402,1.58,Friday,7,2,2014,0,0,1
d_1114,TX1,61,1114,11403,1.58,Saturday,1,2,2014,0,1,1
d_1115,TX1,61,1115,11403,1.58,Sunday,2,2,2014,0,0,0
d_1116,TX1,46,1116,11403,1.58,Monday,3,2,2014,0,0,0
d_1117,TX1,44,1117,11403,1.58,Tuesday,4,2,2014,0,0,0
d_1118,TX1,34,1118,11403,1.58,Wednesday,5,2,2014,0,0,0
d_1119,TX1,49,1119,11403,1.58,Thursday,6,2,2014,0,0,0
d_1120,TX1,41,1120,11403,1.58,Friday,7,2,2014,0,0,0
d_1121,TX1,37,1121,11404,1.58,Saturday,1,2,2014,0,0,0
d_1122,TX1,73,1122,11404,1.58,Sunday,2,2,2014,0,0,0
d_1123,TX1,33,1123,11404,1.58,Monday,3,2,2014,0,0,0
d_1124,TX1,40,1124,11404,1.58,Tuesday,4,2,2014,0,0,0
d_1125,TX1,27,1125,11404,1.58,Wednesday,5,2,2014,0,0,0
d_1126,TX1,39,1126,11404,1.58,Thursday,6,2,2014,0,0,0
d_1127,TX1,43,1127,11404,1.58,Friday,7,2,2014,0,0,0
d_1128,TX1,69,1128,11405,1.58,Saturday,1,3,2014,1,1,0
d_1129,TX1,49,1129,11405,1.58,Sunday,2,3,2014,1,0,1
d_1130,TX1,35,1130,11405,1.58,Monday,3,3,2014,1,1,1
d_1131,TX1,25,1131,11405,1.58,Tuesday,4,3,2014,1,0,0
d_1132,TX1,42,1132,11405,1.58,Wednesday,5,3,2014,1,1,1
d_1133,TX1,44,1133,11405,1.58,Thursday,6,3,2014,1,1,1
d_1134,TX1,49,1134,11405,1.58,Friday,7,3,2014,1,1,0
d_1135,TX1,43,1135,11406,1.58,Saturday,1,3,2014,1,0,1
d_1136,TX1,50,1136,11406,1.58,Sunday,2,3,2014,1,1,1
d_1137,TX1,58,1137,11406,1.58,Monday,3,3,2014,1,0,0
d_1138,TX1,53,1138,11406,1.58,Tuesday,4,3,2014,0,1,1
d_1139,TX1,44,1139,11406,1.58,Wednesday,5,3,2014,0,1,1
d_1140,TX1,60,1140,11406,1.58,Thursday,6,3,2014,0,1,0
d_1141,TX1,49,1141,11406,1.58,Friday,7,3,2014,0,0,1
d_1142,TX1,48,1142,11407,1.58,Saturday,1,3,2014,0,1,1
d_1143,TX1,70,1143,11407,1.58,Sunday,2,3,2014,0,0,0
d_1144,TX1,48,1144,11407,1.58,Monday,3,3,2014,0,0,0
d_1145,TX1,51,1145,11407,1.58,Tuesday,4,3,2014,0,0,0
d_1146,TX1,36,1146,11407,1.58,Wednesday,5,3,2014,0,0,0
d_1147,TX1,44,1147,11407,1.58,Thursday,6,3,2014,0,0,0
d_1148,TX1,43,1148,11407,1.58,Friday,7,3,2014,0,0,0
d_1149,TX1,56,1149,11408,1.58,Saturday,1,3,2014,0,0,0
d_1150,TX1,62,1150,11408,1.58,Sunday,2,3,2014,0,0,0
d_1151,TX1,28,1151,11408,1.58,Monday,3,3,2014,0,0,0
d_1152,TX1,40,1152,11408,1.58,Tuesday,4,3,2014,0,0,0
d_1153,TX1,26,1153,11408,1.58,Wednesday,5,3,2014,0,0,0
d_1154,TX1,16,1154,11408,1.58,Thursday,6,3,2014,0,0,0
d_1155,TX1,50,1155,11408,1.58,Friday,7,3,2014,0,0,0
d_1156,TX1,53,1156,11409,1.58,Saturday,1,3,2014,0,0,0
d_1157,TX1,66,1157,11409,1.58,Sunday,2,3,2014,0,0,0
d_1158,TX1,33,1158,11409,1.58,Monday,3,3,2014,0,0,0
d_1159,TX1,54,1159,11409,1.58,Tuesday,4,4,2014,1,1,0
d_1160,TX1,37,1160,11409,1.58,Wednesday,5,4,2014,1,0,1
d_1161,TX1,48,1161,11409,1.58,Thursday,6,4,2014,1,1,1
d_1162,TX1,41,1162,11409,1.58,Friday,7,4,2014,1,0,0
d_1163,TX1,63,1163,11410,1.58,Saturday,1,4,2014,1,1,1
d_1164,TX1,62,1164,11410,1.58,Sunday,2,4,2014,1,1,1
d_1165,TX1,39,1165,11410,1.58,Monday,3,4,2014,1,1,0
d_1166,TX1,47,1166,11410,1.58,Tuesday,4,4,2014,1,0,1
d_1167,TX1,39,1167,11410,1.58,Wednesday,5,4,2014,1,1,1
d_1168,TX1,44,1168,11410,1.58,Thursday,6,4,2014,1,0,0
d_1169,TX1,55,1169,11410,1.58,Friday,7,4,2014,0,1,1
d_1170,TX1,60,1170,11411,1.58,Saturday,1,4,2014,0,1,1
d_1171,TX1,61,1171,11411,1.58,Sunday,2,4,2014,0,1,0
d_1172,TX1,47,1172,11411,1.58,Monday,3,4,2014,0,0,1
d_1173,TX1,50,1173,11411,1.58,Tuesday,4,4,2014,0,1,1
d_1174,TX1,43,1174,11411,1.58,Wednesday,5,4,2014,0,0,0
d_1175,TX1,45,1175,11411,1.58,Thursday,6,4,2014,0,0,0
d_1176,TX1,51,1176,11411,1.58,Friday,7,4,2014,0,0,0
d_1177,TX1,61,1177,11412,1.58,Saturday,1,4,2014,0,0,0
d_1178,TX1,104,1178,11412,1.58,Sunday,2,4,2014,0,0,0
d_1179,TX1,44,1179,11412,1.58,Monday,3,4,2014,0,0,0
d_1180,TX1,54,1180,11412,1.58,Tuesday,4,4,2014,0,0,0
d_1181,TX1,58,1181,11412,1.58,Wednesday,5,4,2014,0,0,0
d_1182,TX1,51,1182,11412,1.58,Thursday,6,4,2014,0,0,0
d_1183,TX1,47,1183,11412,1.58,Friday,7,4,2014,0,0,0
d_1184,TX1,47,1184,11413,1.58,Saturday,1,4,2014,0,0,0
d_1185,TX1,70,1185,11413,1.58,Sunday,2,4,2014,0,0,0
d_1186,TX1,50,1186,11413,1.58,Monday,3,4,2014,0,0,0
d_1187,TX1,40,1187,11413,1.58,Tuesday,4,4,2014,0,0,0
d_1188,TX1,37,1188,11413,1.58,Wednesday,5,4,2014,0,0,0
d_1189,TX1,52,1189,11413,1.58,Thursday,6,5,2014,1,1,0
d_1190,TX1,37,1190,11413,1.58,Friday,7,5,2014,1,0,1
d_1191,TX1,67,1191,11414,1.58,Saturday,1,5,2014,1,1,1
d_1192,TX1,69,1192,11414,1.58,Sunday,2,5,2014,1,0,0
d_1193,TX1,61,1193,11414,1.58,Monday,3,5,2014,1,1,1
d_1194,TX1,52,1194,11414,1.58,Tuesday,4,5,2014,1,1,1
d_1195,TX1,53,1195,11414,1.58,Wednesday,5,5,2014,1,1,0
d_1196,TX1,51,1196,11414,1.58,Thursday,6,5,2014,1,0,1
d_1197,TX1,61,1197,11414,1.58,Friday,7,5,2014,1,1,1
d_1198,TX1,77,1198,11415,1.58,Saturday,1,5,2014,1,0,0
d_1199,TX1,60,1199,11415,1.58,Sunday,2,5,2014,0,1,1
d_1200,TX1,49,1200,11415,1.58,Monday,3,5,2014,0,1,1
d_1201,TX1,46,1201,11415,1.58,Tuesday,4,5,2014,0,1,0
d_1202,TX1,38,1202,11415,1.58,Wednesday,5,5,2014,0,0,1
d_1203,TX1,36,1203,11415,1.58,Thursday,6,5,2014,0,1,1
d_1204,TX1,45,1204,11415,1.58,Friday,7,5,2014,0,0,0
d_1205,TX1,59,1205,11416,1.58,Saturday,1,5,2014,0,0,0
d_1206,TX1,45,1206,11416,1.58,Sunday,2,5,2014,0,0,0
d_1207,TX1,46,1207,11416,1.58,Monday,3,5,2014,0,0,0
d_1208,TX1,56,1208,11416,1.58,Tuesday,4,5,2014,0,0,0
d_1209,TX1,57,1209,11416,1.58,Wednesday,5,5,2014,0,0,0
d_1210,TX1,49,1210,11416,1.58,Thursday,6,5,2014,0,0,0
d_1211,TX1,55,1211,11416,1.58,Friday,7,5,2014,0,0,0
d_1212,TX1,63,1212,11417,1.58,Saturday,1,5,2014,0,0,0
d_1213,TX1,68,1213,11417,1.58,Sunday,2,5,2014,0,0,0
d_1214,TX1,30,1214,11417,1.58,Monday,3,5,2014,0,0,0
d_1215,TX1,40,1215,11417,1.58,Tuesday,4,5,2014,0,0,0
d_1216,TX1,45,1216,11417,1.58,Wednesday,5,5,2014,0,0,0
d_1217,TX1,34,1217,11417,1.58,Thursday,6,5,2014,0,0,0
d_1218,TX1,50,1218,11417,1.58,Friday,7,5,2014,0,0,0
d_1219,TX1,52,1219,11418,1.58,Saturday,1,5,2014,0,0,0
d_1220,TX1,83,1220,11418,1.58,Sunday,2,6,2014,1,1,0
d_1221,TX1,46,1221,11418,1.58,Monday,3,6,2014,1,0,1
d_1222,TX1,40,1222,11418,1.58,Tuesday,4,6,2014,1,1,1
d_1223,TX1,56,1223,11418,1.58,Wednesday,5,6,2014,1,0,0
d_1224,TX1,67,1224,11418,1.58,Thursday,6,6,2014,1,1,1
d_1225,TX1,54,1225,11418,1.58,Friday,7,6,2014,1,1,1
d_1226,TX1,56,1226,11419,1.58,Saturday,1,6,2014,1,1,0
d_1227,TX1,67,1227,11419,1.58,Sunday,2,6,2014,1,0,1
d_1228,TX1,52,1228,11419,1.58,Monday,3,6,2014,1,1,1
d_1229,TX1,48,1229,11419,1.58,Tuesday,4,6,2014,1,0,0
d_1230,TX1,44,1230,11419,1.58,Wednesday,5,6,2014,0,1,1
d_1231,TX1,34,1231,11419,1.58,Thursday,6,6,2014,0,1,1
d_1232,TX1,52,1232,11419,1.58,Friday,7,6,2014,0,1,0
d_1233,TX1,56,1233,11420,1.58,Saturday,1,6,2014,0,0,1
d_1234,TX1,50,1234,11420,1.58,Sunday,2,6,2014,0,1,1
d_1235,TX1,67,1235,11420,1.58,Monday,3,6,2014,0,0,0
d_1236,TX1,41,1236,11420,1.58,Tuesday,4,6,2014,0,0,0
d_1237,TX1,46,1237,11420,1.58,Wednesday,5,6,2014,0,0,0
d_1238,TX1,56,1238,11420,1.58,Thursday,6,6,2014,0,0,0
d_1239,TX1,52,1239,11420,1.58,Friday,7,6,2014,0,0,0
d_1240,TX1,58,1240,11421,1.58,Saturday,1,6,2014,0,0,0
d_1241,TX1,66,1241,11421,1.58,Sunday,2,6,2014,0,0,0
d_1242,TX1,40,1242,11421,1.58,Monday,3,6,2014,0,0,0
d_1243,TX1,39,1243,11421,1.58,Tuesday,4,6,2014,0,0,0
d_1244,TX1,30,1244,11421,1.58,Wednesday,5,6,2014,0,0,0
d_1245,TX1,20,1245,11421,1.58,Thursday,6,6,2014,0,0,0
d_1246,TX1,34,1246,11421,1.58,Friday,7,6,2014,0,0,0
d_1247,TX1,39,1247,11422,1.58,Saturday,1,6,2014,0,0,0
